editor,action,lineOfBusiness component,channel component,product component,domain_sequence,domain component,sub_domain_sequence,subdomain component,business_flow_sequence,business_flow component,sequence_uml,Task component,task sequence Qualifier,application component,correlation_id Qualifier,FK_Data[Application].CORRELATION_ID,api,Date Updated Qualifier
lg8383,Add,Mass Markets,Care,Mobility,3,Use & Manage,2,Change Plan / Change Speed ,2,Add A Line,,LIC to OPUS (Search CTN ) - optional,10,CSI - Product and Offer Mgt,20180,20180,/service=com.att.csi.m2e.InquireCPNIDetails/version=136.6.10/envContext=PROD/routeOffer=ASCP01,9/22/2025
bb0063,Add,Mass Markets,Care,Mobility,3,Use & Manage,2,Change Plan / Change Speed ,2,Add A Line,,LIC to OPUS (Search CTN ) - optional,10,CSI - Product and Offer Mgt,20180,20180,/service=com.att.csi.m2e.InquireCPNIDetails/version=136.6.10/envContext=PROD/routeOffer=AE2P01,9/22/2025
bb0063,Add,Mass Markets,Care,Mobility,3,Use & Manage,2,Change Plan / Change Speed ,2,Add A Line,,LIC to OPUS (Search CTN ) - optional,10,CSI - Customer Care,20182,20182,/service=com.att.csi.m2e.InquireAuthorizedUsers/version=120.5.24/envContext=PROD/routeOffer=AW2P01,9/22/2025
lg8383,Add,Mass Markets,Care,Mobility,3,Use & Manage,2,Change Plan / Change Speed ,2,Add A Line,,LIC to OPUS (Search CTN ) - optional,10,CSI - Customer Care,20182,20182,/service=com.att.csi.m2e.InquireAuthorizedUsers/version=120.5.24/envContext=PROD/routeOffer=ASCP01,9/22/2025
bb0063,Add,Mass Markets,Care,Mobility,3,Use & Manage,2,Change Plan / Change Speed ,2,Add A Line,"OPUS->>CSI - Product and Offers: /service=com.att.csi.m2e.InquireCPNIDetails/version=136.6.10/envContext=PROD/routeOffer=AE2P01
OPUS->>CSI - Product and Offers: /service=com.att.csi.m2e.InquireCPNIDetails/version=136.6.10/envContext=PROD/routeOffer=ASCP01
OPUS->>CSI - Product and Offers: /service=com.att.csi.m2e.InquireCPNIDetails/version=136.6.10/envContext=PROD/routeOffer=AW2P01
OPUS->>CSI: GetTDATACustomerIntentsPCA
OPUS->> CSI-Customer Care: /service=com.att.csi.m2e.InquireAuthorizedUsers/version=120.5.24/envContext=PROD/routeOffer=AE2P01
OPUS->> CSI-Customer Care: /service=com.att.csi.m2e.InquireAuthorizedUsers/version=120.5.24/envContext=PROD/routeOffer=AE2P01
OPUS->> CSI-Customer Care: /service=com.att.csi.m2e.InquireAuthorizedUsers/version=120.5.24/envContext=PROD/routeOffer=ASCP01
OPUS->> CSI-Customer Care: /service=com.att.csi.m2e.InquireAuthorizedUsers/version=120.5.24/envContext=PROD/routeOffer=AW2P01
OPUS->> CSI-Customer Care: /service=com.att.csi.m2e.InquireSubscriberPromoDetails/version=242.5.10/envContext=PROD/routeOffer=AW2P01
OPUS->>TDATA: InquireUnifiedCustomerServiceProfile
OPUS->>CSI: InquireUnifiedCustomerServiceProfile
OPUS->>INLAP: UnifiedAddressValidationServiceQualificationUnifiedBill
OPUS->>CSI: InquireSubscriberPromoDetails
CSI->>TLG: InquireSubscriberPromoDetails
OPUS->>CSI: /service=com.att.csi.m2e.RetrieveUnifiedServiceAccount/version=260.5.66/envContext=PROD/routeOffer=ASCP01
OPUS->>TLG: GroupLevelServicesBeanTracer/getGroupDataInfo
OPUS->>TLG: BanServicesBeanTracer/createNewMemo
OPUS->>TLG: RefQueryBeanTracer/getDealerInfo
OPUS->>TLG: AppQueryBeanTracer/getUserInfo
OPUS->>TLG: appQueryBeanTracer/getSecurityParams
OPUS->>TLG: appQueryBeanTracer/getEquInstmntInfoSum
OPUS->>TLG: GroupLevelServices.getGroupDataInfo
OPUS->>TLG: AppQueryBeanTracer/getUpgradeEligibility
OPUS->>(FED)-US: /service=com.att.csi.m2e.RetrieveUnifiedServiceAccount/version=260.5.66/envContext=PROD/routeOffer=ASCP01
OPUS->>CS FOBPM: /service=com.att.csi.m2e.InquireUnifiedCustomerServiceProfile/version=285.5.20/envContext=PROD/routeOffer=AEP01
OPUS->>CS FOBPM: /service=com.att.csi.m2e.InquireUnifiedCustomerServiceProfile/version=285.5.20/envContext=PROD/routeOffer=ASCP01
OPUS->>CS FOBPM: /service=com.att.csi.m2e.InquireUnifiedCustomerServiceProfile/version=285.5.20/envContext=PROD/routeOffer=AWP01",LIC to OPUS (Search CTN ) - optional,10,CSI - Customer Care,20182,20182,/service=com.att.csi.m2e.InquireAuthorizedUsers/version=120.5.24/envContext=PROD/routeOffer=AE2P01,9/22/2025
lg8383,Add,Mass Markets,Care,Mobility,3,Use & Manage,2,Change Plan / Change Speed ,2,Add A Line,,LIC to OPUS (Search CTN ) - optional,10,CSI - Customer Care,20182,20182,/service=com.att.csi.m2e.InquireAuthorizedUsers/version=120.5.24/envContext=PROD/routeOffer=AE2P01,9/22/2025
lg8383,Add,Mass Markets,Care,Mobility,3,Use & Manage,2,Change Plan / Change Speed ,2,Add A Line,,LIC to OPUS (Authenticate) - optional,11,TLG-MOB,18193,18193,RefQueryBeanTracer/getUserSaleChannel,9/22/2025
lg8383,Add,Mass Markets,Care,Mobility,3,Use & Manage,2,Change Plan / Change Speed ,2,Add A Line,,LIC to OPUS (Authenticate) - optional,11,TLG-MOB,18193,18193,RefQueryBeanTracer/getParamValues,9/22/2025
lg8383,Add,Mass Markets,Care,Mobility,3,Use & Manage,2,Change Plan / Change Speed ,2,Add A Line,,LIC to OPUS (Authenticate) - optional,11,TLG-MOB,18193,18193,RefQueryBeanTracer/getIxcCodes,9/22/2025
lg8383,Add,Mass Markets,Care,Mobility,3,Use & Manage,2,Change Plan / Change Speed ,2,Add A Line,,LIC to OPUS (Authenticate) - optional,11,TLG-MOB,18193,18193,ProductEquipmentConvBeanTracer/getEquipmentInfo,9/22/2025
lg8383,Add,Mass Markets,Care,Mobility,3,Use & Manage,2,Change Plan / Change Speed ,2,Add A Line,,LIC to OPUS (Authenticate) - optional,11,TLG-MOB,18193,18193,ProductAgreementConvBeanTracer/setProductPK,9/22/2025
lg8383,Add,Mass Markets,Care,Mobility,3,Use & Manage,2,Change Plan / Change Speed ,2,Add A Line,,LIC to OPUS (Authenticate) - optional,11,TLG-MOB,18193,18193,ProductAgreementConvBeanTracer/getFeatureAdditionalParams,9/22/2025
lg8383,Add,Mass Markets,Care,Mobility,3,Use & Manage,2,Change Plan / Change Speed ,2,Add A Line,,LIC to OPUS (Authenticate) - optional,11,TLG-MOB,18193,18193,ProductAgreementConvBeanTracer/getAgreementInfo,9/22/2025
lg8383,Add,Mass Markets,Care,Mobility,3,Use & Manage,2,Change Plan / Change Speed ,2,Add A Line,,LIC to OPUS (Authenticate) - optional,11,TLG-MOB,18193,18193,GroupLevelServicesBeanTracer/getGroupDataInfo,9/22/2025
lg8383,Add,Mass Markets,Care,Mobility,3,Use & Manage,2,Change Plan / Change Speed ,2,Add A Line,,LIC to OPUS (Authenticate) - optional,11,CPC,17765,17765,GET /CPCAuthService/api/login,
lg8383,Add,Mass Markets,Care,Mobility,3,Use & Manage,2,Change Plan / Change Speed ,2,Add A Line,"OPUS->>Avertack: SubscriberAuthenticationInformationRequest
OPUS->>IDP-IDM: /msAvertack-server/mitigation/authenticateDigital
OPUS->>CSI-Customer Care: /service=com.att.csi.m2e.InquireSubscriberPromoDetails/version=242.5.10/envContext=PROD/routeOffer=AE2P01
OPUS->>CSI-Customer Care: /service=com.att.csi.m2e.InquireSubscriberPromoDetails/version=242.5.10/envContext=PROD/routeOffer=ASCP01
OPUS->>CSI-Customer Care: /service=com.att.csi.m2e.InquireSubscriberPromoDetails/version=242.5.10/envContext=PROD/routeOffer=AW2P01
OPUS->>CSI-Customer Care: /service=com.att.csi.m2e.InquireWirelinePaymentPlan/version=302.5.16/envContext=PROD/routeOffer=AE2P01
OPUS->>CSI-Customer Care: /service=com.att.csi.m2e.InquireWirelinePaymentPlan/version=302.5.16/envContext=PROD/routeOffer=ASCP01
OPUS->>CSI-Customer Care: /service=com.att.csi.m2e.InquireWirelinePaymentPlan/version=302.5.16/envContext=PROD/routeOffer=AW2P01
OPUS->>T.DATA : CustomerPersonalizedRecommendationsRequestDecision
OPUS->>(FED)-US: /service=com.att.csi.m2e.InquireCPNIDetails/version=136.6.10/envContext=PROD/routeOffer=AW2P01
OPUS->>CSI: InitiateUnifiedServiceOrder
OPUS->>TLG: AppQueryBeanTracer/getBanInquireInfo
OPUS->>TLG: BanServicesBeanTracer/loadAccount
OPUS->>TLG: RefQueryBeanTracer/getParamValues
OPUS->>TLG: AppQueryBeanTracer/getUserInfo
OPUS->>TLG: BanLevelAgreementConvBeanTracer/setBanPK
OPUS->>TLG: RefQueryBeanTracer/getUserSaleChannel
OPUS->>TLG: productAgreementConv
OPUS->>TLG: BanLevelAgreementConvBeanTracer/getCurrentBanLevelPricePlan
OPUS->>TLG: GroupLevelServicesBeanTracer/getGroupDataInfo
OPUS->>TLG: AppQueryBeanTracer/getCtnLevelInfo
OPUS->>TLG: AppQueryBeanTracer/getMobileLevelData
OPUS->>TLG: RefQueryBeanTracer/getIxcCodes
OPUS->>TLG: ProductAgreementConvBeanTracer/setProductPK
OPUS->>TLG: ProductAgreementConvBeanTracer/getFeatureAdditionalParams
OPUS->>TLG: appQueryBeanTracer/getEquInstmntInfo
OPUS->>TLG: ProductAgreementConvBeanTracer/getAgreementInfo
OPUS->>TLG: ProductEquipmentConvBeanTracer/getEquipmentInfo
OPUS->>TLG: ProductAgreement.getCommitment
OPUS->>TLG: appQueryBeanTracer/getEquInstmntInfoSum
OPUS->>TLG: cpcRemote.cpcRequest(feature) 
OPUS->>CPC: GET /CPCAuthService/api/login",LIC to OPUS (Authenticate) - optional,11,T.Data,21948,21948,CustomerPersonalizedRecommendationsRequestDecision,
lg8383,Add,Mass Markets,Care,Mobility,3,Use & Manage,2,Change Plan / Change Speed ,2,Add A Line,,LIC to OPUS (Authenticate) - optional,11,T.Data,21948,21948,CustomerPersonalizedRecommendationsRequestDecision,
lg8383,Add,Mass Markets,Care,Mobility,3,Use & Manage,2,Change Plan / Change Speed ,2,Add A Line,,LIC to OPUS (Authenticate) - optional,11,T.Data,21948,21948,CustomerPersonalizedRecommendationsRequestDecision,
lg8383,Add,Mass Markets,Care,Mobility,3,Use & Manage,2,Change Plan / Change Speed ,2,Add A Line,,LIC to OPUS (Authenticate) - optional,11,TLG-MOB,18193,18193,BanServicesBeanTracer/loadAccount,9/22/2025
lg8383,Add,Mass Markets,Care,Mobility,3,Use & Manage,2,Change Plan / Change Speed ,2,Add A Line,,LIC to OPUS (Authenticate) - optional,11,TLG-MOB,18193,18193,BanLevelAgreementConvBeanTracer/setBanPK,9/22/2025
lg8383,Add,Mass Markets,Care,Mobility,3,Use & Manage,2,Change Plan / Change Speed ,2,Add A Line,,LIC to OPUS (Authenticate) - optional,11,TLG-MOB,18193,18193,BanLevelAgreementConvBeanTracer/getCurrentBanLevelPricePlan,9/23/2025
lg8383,Add,Mass Markets,Care,Mobility,3,Use & Manage,2,Change Plan / Change Speed ,2,Add A Line,,LIC to OPUS (Authenticate) - optional,11,TLG-MOB,18193,18193,AppQueryBeanTracer/getUserInfo,9/22/2025
lg8383,Add,Mass Markets,Care,Mobility,3,Use & Manage,2,Change Plan / Change Speed ,2,Add A Line,,LIC to OPUS (Authenticate) - optional,11,TLG-MOB,18193,18193,AppQueryBeanTracer/getMobileLevelData,9/22/2025
lg8383,Add,Mass Markets,Care,Mobility,3,Use & Manage,2,Change Plan / Change Speed ,2,Add A Line,,LIC to OPUS (Authenticate) - optional,11,TLG-MOB,18193,18193,appQueryBeanTracer/getEquInstmntInfoSum,9/22/2025
lg8383,Add,Mass Markets,Care,Mobility,3,Use & Manage,2,Change Plan / Change Speed ,2,Add A Line,,LIC to OPUS (Authenticate) - optional,11,TLG-MOB,18193,18193,appQueryBeanTracer/getEquInstmntInfo,9/22/2025
lg8383,Add,Mass Markets,Care,Mobility,3,Use & Manage,2,Change Plan / Change Speed ,2,Add A Line,,LIC to OPUS (Authenticate) - optional,11,TLG-MOB,18193,18193,AppQueryBeanTracer/getCtnLevelInfo,9/22/2025
lg8383,Add,Mass Markets,Care,Mobility,3,Use & Manage,2,Change Plan / Change Speed ,2,Add A Line,,LIC to OPUS (Authenticate) - optional,11,TLG-MOB,18193,18193,AppQueryBeanTracer/getBanInquireInfo,9/22/2025
bb0063,Add,Mass Markets,Care,Mobility,3,Use & Manage,2,Change Plan / Change Speed ,2,Add A Line,,LIC to OPUS (Authenticate) - optional,11,CSI - Customer Care,20182,20182,/service=com.att.csi.m2e.InquireWirelinePaymentPlan/version=302.5.16/envContext=PROD/routeOffer=AW2P01,9/22/2025
lg8383,Add,Mass Markets,Care,Mobility,3,Use & Manage,2,Change Plan / Change Speed ,2,Add A Line,,LIC to OPUS (Authenticate) - optional,11,CSI - Customer Care,20182,20182,/service=com.att.csi.m2e.InquireWirelinePaymentPlan/version=302.5.16/envContext=PROD/routeOffer=ASCP01,9/22/2025
bb0063,Add,Mass Markets,Care,Mobility,3,Use & Manage,2,Change Plan / Change Speed ,2,Add A Line,,LIC to OPUS (Authenticate) - optional,11,CSI - Customer Care,20182,20182,/service=com.att.csi.m2e.InquireWirelinePaymentPlan/version=302.5.16/envContext=PROD/routeOffer=AE2P01,9/22/2025
bb0063,Add,Mass Markets,Care,Mobility,3,Use & Manage,2,Change Plan / Change Speed ,2,Add A Line,,LIC to OPUS (Authenticate) - optional,11,CSI - Customer Care,20182,20182,/service=com.att.csi.m2e.InquireSubscriberPromoDetails/version=242.5.10/envContext=PROD/routeOffer=AW2P01,9/22/2025
lg8383,Add,Mass Markets,Care,Mobility,3,Use & Manage,2,Change Plan / Change Speed ,2,Add A Line,,LIC to OPUS (Authenticate) - optional,11,CSI - Customer Care,20182,20182,/service=com.att.csi.m2e.InquireSubscriberPromoDetails/version=242.5.10/envContext=PROD/routeOffer=ASCP01,9/22/2025
bb0063,Add,Mass Markets,Care,Mobility,3,Use & Manage,2,Change Plan / Change Speed ,2,Add A Line,,LIC to OPUS (Authenticate) - optional,11,CSI - Customer Care,20182,20182,/service=com.att.csi.m2e.InquireSubscriberPromoDetails/version=242.5.10/envContext=PROD/routeOffer=AE2P01,9/22/2025
lg8383,Add,Mass Markets,Care,Mobility,3,Use & Manage,2,Change Plan / Change Speed ,2,Add A Line,,LIC to OPUS (Authenticate) - optional,11,(FED) - US,24433,24433,/service=com.att.csi.m2e.InquireCPNIDetails/version=136.6.10/envContext=PROD/routeOffer=AW2P01,9/22/2025
lg8383,Add,Mass Markets,Care,Mobility,3,Use & Manage,2,Change Plan / Change Speed ,2,Add A Line,,LIC to OPUS (Authenticate) - optional,11,IDP-IDM,32765,32765,/msAvertack-server/mitigation/authenticateDigital,10/13/2025
lg8383,Add,Mass Markets,Care,Mobility,3,Use & Manage,2,Change Plan / Change Speed ,2,Add A Line,,LIC to OPUS (Authenticate) - optional,11,AVTK,25114,25114,,IDP API
lg8383,Add,Mass Markets,Care,Mobility,3,Use & Manage,2,Change Plan / Change Speed ,2,Add A Line,,View Customer Summary,12,TLG-MOB,18193,18193,SubscriberUsageConvBeanTracer/getSubUnbilledDataBal,9/22/2025
lg8383,Add,Mass Markets,Care,Mobility,3,Use & Manage,2,Change Plan / Change Speed ,2,Add A Line,,View Customer Summary,12,TLG-MOB,18193,18193,RefQueryBeanTracer/getLogicalDateList,9/22/2025
lg8383,Add,Mass Markets,Care,Mobility,3,Use & Manage,2,Change Plan / Change Speed ,2,Add A Line,,View Customer Summary,12,TLG-MOB,18193,18193,RefQueryBeanTracer/getImeiFrequencyInfo,9/22/2025
lg8383,Add,Mass Markets,Care,Mobility,3,Use & Manage,2,Change Plan / Change Speed ,2,Add A Line,,View Customer Summary,12,TLG-MOB,18193,18193,productServicesBeanTracer/getAutoPromo,9/22/2025
lg8383,Add,Mass Markets,Care,Mobility,3,Use & Manage,2,Change Plan / Change Speed ,2,Add A Line,,View Customer Summary,12,TLG-MOB,18193,18193,ProductAgreementConvBeanTracer/getCurrentServices,9/22/2025
lg8383,Add,Mass Markets,Care,Mobility,3,Use & Manage,2,Change Plan / Change Speed ,2,Add A Line,,View Customer Summary,12,TLG-MOB,18193,18193,ProductAgreementConvBeanTracer/getAgreementInfo,9/22/2025
lg8383,Add,Mass Markets,Care,Mobility,3,Use & Manage,2,Change Plan / Change Speed ,2,Add A Line,,View Customer Summary,12,T.Data,21948,21948,CustomerPersonalizedRecommendationsUpdateDecision,
lg8383,Add,Mass Markets,Care,Mobility,3,Use & Manage,2,Change Plan / Change Speed ,2,Add A Line,,View Customer Summary,12,TLG-MOB,18193,18193,AppQueryBeanTracer/getSubscriberList,9/22/2025
lg8383,Add,Mass Markets,Care,Mobility,3,Use & Manage,2,Change Plan / Change Speed ,2,Add A Line,,View Customer Summary,12,TLG-MOB,18193,18193,AppQueryBeanTracer/getProductInquireInfo,9/22/2025
lg8383,Add,Mass Markets,Care,Mobility,3,Use & Manage,2,Change Plan / Change Speed ,2,Add A Line,,View Customer Summary,12,TLG-MOB,18193,18193,appQueryBeanTracer/getInsurSocSubsList,9/22/2025
lg8383,Add,Mass Markets,Care,Mobility,3,Use & Manage,2,Change Plan / Change Speed ,2,Add A Line,,View Customer Summary,12,CSI - Customer Care,20182,20182,/Services/com/InquireVoiceUsageDetails.jws,9/22/2025
lg8383,Add,Mass Markets,Care,Mobility,3,Use & Manage,2,Change Plan / Change Speed ,2,Add A Line,"OPUS->>CSI: InquireAuthorizedUsers
OPUS->>TDATA: CustomerPersonalizedRecommendationsUpdateDecision
OPUS->>CSI: InquireAuthorizedUsers
OPUS->>CSI-Customer Care: /service=com.att.csi.m2e.InquireBillList/version=202.5.13/envContext=PROD/routeOffer=AEP01
OPUS->>CSI-Customer Care: /service=com.att.csi.m2e.InquireBillList/version=202.5.13/envContext=PROD/routeOffer=ASCP01
OPUS->>CSI-Customer Care: /service=com.att.csi.m2e.InquireBillList/version=202.5.13/envContext=PROD/routeOffer=AWP01
OPUS->>CSI-Customer Care: /service=com.att.csi.m2e.InquireNote/version=158.5.17/envContext=PROD/routeOffer=AE2P01
CSI-Customer Care->> TLG: /service=com.att.csi.m2e.InquireBillList/version=202.5.13/envContext=PROD/routeOffer=AEP01
CSI-Customer Care->> TLG: /service=com.att.csi.m2e.InquireBillList/version=202.5.13/envContext=PROD/routeOffer=ASCP01
CSI-Customer Care->> TLG: /service=com.att.csi.m2e.InquireBillList/version=202.5.13/envContext=PROD/routeOffer=AWP01
OPUS->>CSI-Customer Care: /Services/com/InquireVoiceUsageDetails.jws
CSI-Customer Care->> TLG: /Services/com/InquireVoiceUsageDetails.jws
OPUS->>CSI-Customer Care: /service=com.att.csi.m2e.InquireNote/version=158.5.17/envContext=PROD/routeOffer=AE2P01
CSI-Customer Care->> TLG: /service=com.att.csi.m2e.InquireNote/version=158.5.17/envContext=PROD/routeOffer=AE2P01
OPUS->>CSI-Customer Care: /service=com.att.csi.m2e.InquireNote/version=158.5.17/envContext=PROD/routeOffer=ASC2P01
CSI-Customer Care->> TLG: /service=com.att.csi.m2e.InquireNote/version=158.5.17/envContext=PROD/routeOffer=ASC2P01
OPUS->>CSI-Customer Care: /service=com.att.csi.m2e.InquireNote/version=158.5.17/envContext=PROD/routeOffer=ASC2P01
CSI-Customer Care->> TLG: /service=com.att.csi.m2e.InquireNote/version=158.5.17/envContext=PROD/routeOffer=ASC2P01
OPUS->>CSI-Customer Care: /service=com.att.csi.m2e.InquireNote/version=158.5.17/envContext=PROD/routeOffer=AW2P01
CSI-Customer Care->> TLG: /service=com.att.csi.m2e.InquireNote/version=158.5.17/envContext=PROD/routeOffer=AW2P01
OPUS->>CSI-Customer Care: /service=com.att.csi.m2e.InquireSubscriberPromoDetails/version=242.5.10/envContext=PROD/routeOffer=AE2P01
CSI-Customer Care->> TLG: /service=com.att.csi.m2e.InquireSubscriberPromoDetails/version=242.5.10/envContext=PROD/routeOffer=AE2P01
OPUS->>CSI-Customer Care: /service=com.att.csi.m2e.InquireSubscriberPromoDetails/version=242.5.10/envContext=PROD/routeOffer=ASCP01
CSI-Customer Care->> TLG: /service=com.att.csi.m2e.InquireSubscriberPromoDetails/version=242.5.10/envContext=PROD/routeOffer=ASCP01
OPUS->>CSI-Customer Care: /service=com.att.csi.m2e.InquireSubscriberPromoDetails/version=242.5.10/envContext=PROD/routeOffer=AW2P01
CSI-Customer Care->> TLG: /service=com.att.csi.m2e.InquireSubscriberPromoDetails/version=242.5.10/envContext=PROD/routeOffer=AW2P01
OPUS->>CSI-Customer Care: /Services/com/InquireAffiliateAccountPaymentBalance.jws
OPUS->>TLG: appQueryBeanTracer/getInsurSocSubsList 
OPUS->>TLG: AppQueryBeanTracer/getProductInquireInfo
OPUS->>TLG: RefQueryBeanTracer/getLogicalDateList
OPUS->>TLG: RefQueryBeanTracer/getImeiFrequencyInfo
OPUS->>TLG: productServices
OPUS->>TLG: productServicesBeanTracer/getAutoPromo
OPUS->>TLG: SubscriberUsageConvBeanTracer/getSubUnbilledDataBal
OPUS->>TLG: AppQueryBeanTracer/getSubscriberList
OPUS->>TLG: ProductAgreementConvBeanTracer/getAgreementInfo 
OPUS->>TLG: ProductAgreementConvBeanTracer/getCurrentServices
OPUS->>TLG:  AppQuery.getCreditResult
OPUS->>TLG:  RefQueryBeanTracer/getLogicalDateList
OPUS->>TLG:  AppQuery.getMultiCreditResult 
OPUS->>TLG:  UpdateBanConv.setBanPK
OPUS->>TLG:  UpdateBanConv.getBanDetailsInfo
OPUS->>TLG:  UpdateBanConv.getBillDetailsInfo
OPUS->>TLG:  banServices.remove
OPUS->>TLG:  UpdateBanConv.remove 
OPUS->>TLG: getCurrentServices",View Customer Summary,12,CSI - Customer Care,20182,20182,/Services/com/InquireAffiliateAccountPaymentBalance.jws,9/22/2025
bb0063,Add,Mass Markets,Care,Mobility,3,Use & Manage,2,Change Plan / Change Speed ,2,Add A Line,,View Customer Summary,12,CSI - Customer Care,20182,20182,/service=com.att.csi.m2e.InquireSubscriberPromoDetails/version=242.5.10/envContext=PROD/routeOffer=AW2P01,9/22/2025
lg8383,Add,Mass Markets,Care,Mobility,3,Use & Manage,2,Change Plan / Change Speed ,2,Add A Line,,View Customer Summary,12,CSI - Customer Care,20182,20182,/service=com.att.csi.m2e.InquireSubscriberPromoDetails/version=242.5.10/envContext=PROD/routeOffer=ASCP01,9/22/2025
bb0063,Add,Mass Markets,Care,Mobility,3,Use & Manage,2,Change Plan / Change Speed ,2,Add A Line,,View Customer Summary,12,CSI - Customer Care,20182,20182,/service=com.att.csi.m2e.InquireSubscriberPromoDetails/version=242.5.10/envContext=PROD/routeOffer=AE2P01,9/22/2025
lg8383,Add,Mass Markets,Care,Mobility,3,Use & Manage,2,Change Plan / Change Speed ,2,Add A Line,,View Customer Summary,12,CSI - Customer Care,20182,20182,/service=com.att.csi.m2e.InquireNote/version=158.5.17/envContext=PROD/routeOffer=AW2P01,10/10/2025
lg8383,Add,Mass Markets,Care,Mobility,3,Use & Manage,2,Change Plan / Change Speed ,2,Add A Line,,View Customer Summary,12,CSI - Customer Care,20182,20182,/service=com.att.csi.m2e.InquireNote/version=158.5.17/envContext=PROD/routeOffer=ASC2P01,10/10/2025
lg8383,Add,Mass Markets,Care,Mobility,3,Use & Manage,2,Change Plan / Change Speed ,2,Add A Line,,View Customer Summary,12,CSI - Customer Care,20182,20182,/service=com.att.csi.m2e.InquireNote/version=158.5.17/envContext=PROD/routeOffer=ASC2P01,10/10/2025
lg8383,Add,Mass Markets,Care,Mobility,3,Use & Manage,2,Change Plan / Change Speed ,2,Add A Line,,View Customer Summary,12,CSI - Customer Care,20182,20182,/service=com.att.csi.m2e.InquireNote/version=158.5.17/envContext=PROD/routeOffer=AE2P01,10/10/2025
